Title,Region,Url,Min_price 
"Анонсирование продажи хозяйственных сараев, расположенных по адресу: Московская область, Луховицкий район, п. Газопроводск",Московская область,auction/8987-anonsirovanie-prodazhi-khozjaistvennykh-saraev-raspolozhennykh-po-adresu-moskovskaja-oblast-lukhovi/,
"Анонсирование продажи общежития на 18 мест общей площадью 149,6 кв. м, расположенного по адресу: Московская область, Луховицкий район, п. Газопроводск",Московская область,auction/8985-anonsirovanie-prodazhi-obshchezhitija-na-18-mest-obshchei-ploshchadju-1496-kv-m-raspolozhennogo-po-adresu/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 110 150 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества, расположенного по адресу: Владимирская область, г. Гусь‐Хрустальный, ул. Суловская, д. 16",Владимирская область,auction/8926-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-vladimirskaja-oblast-g/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>4 155 600 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания с железобетонным забором и земельного участка, расположенных по адресу: Тульская область, Щекинский район, п. Первомайский, ул. Советская, д. 5",Тульская область,auction/8909-anonsirovanie-prodazhi-zdanija-s-zhelezobetonnym-zaborom-i-zemelnogo-uchastka-raspolozhennykh-po-ad/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 722 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонс продажи вертолета ЕС135Т2+ RA 04087, находящегося по адресу: г. Москва, пос. Рязановское, аэропорт «Остафьево»",Москва,auction/8904-anons-prodazhi-vertoleta-es135t2-ra-04087-nakhodjashchegosja-po-adresu-g-moskva-pos-rjazanovskoe/,
"Анонсирование продажи комплекса «Склад горюче-смазочных материалов» расположенного по адресу: Республика Коми, г. Вуктыл, производственная зона, район СТ «Урожай», инв.№2099160; 6605267; 6605301; 2099407; 2099408.",Республика Коми,auction/8896-anonsirovanie-prodazhi-kompleksa-sklad-gorjuche-smazochnykh-materialov-raspolozhennogo-po-adresu-r/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 568 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи физкультурно-оздоровительного комплекса, расположенного по адресу:
Тульская обл., Щекинский р-н, Пришненская с.а, с. Пришня, ул.Центральная, д.7",Тульская область,auction/8862-anonsirovanie-prodazhi-fizkulturno-ozdorovitelnogo-kompleksa-raspolozhennogo-po-adresutuls/,
"Анонсирование продажи нежилого здания (склада хранения баллон) площадью 85,6 кв.м, по адресу: Пермский край, Кочевский район, с. Кочево, ул. А.Хомяковой",Пермский край,auction/8858-anonsirovanie-prodazhi-nezhilogo-zdanija-sklada-khranenija-ballon-ploshchadju-856-kvm-po-adresu-p/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>65 829 руб. 92 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи части нежилого здания площадью 118,2 кв.м, по адресу: Саратовская область, р.п. Татищево, ул. Лапшова, д. 16",Саратовская область,auction/8852-anonsirovanie-prodazhi-chasti-nezhilogo-zdanija-ploshchadju-1182-kvm-po-adresu-saratovskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 065 959 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания площадью 183,7 кв.м, по адресу: Саратовская область, г. Энгельс, пр. 1 Геологический, д. 21, корп. 4",Саратовская область,auction/8849-anonsirovanie-prodazhi-nezhilogo-zdanija-ploshchadju-1837-kvm-po-adresu-saratovskaja-oblast-g-eh/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 720 743 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи здания склада промтоваров № 1, здания кондитерского цеха,
расположенных по адресу: Ханты-Мансийский автономный округ - Югра, г. Белоярский, ул. Молодости, д. 9, стр. 7,8",Ханты-Мансийский автономный округ – Югра,auction/8828-anonsirovanie-prodazhi-zdanija-sklada-promtovarov-no-1-zdanija-konditerskogo-cekharaspolozhennykh/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>3 400 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества: Котельная в г.Невинномысск Ставропольского края, Жилой дом в п.Лиман Астраханской области",Астраханская область,auction/8797-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-kotelnaja-v-gnevinnomyssk-stavropolskogo-kraja-zh/,"<dl><dt>Минимальная цена лота</dt><dd>768 400 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 2)</dd></dl>"
"Анонсирование продажи земельного участка(Республика Татарстан, г. Тетюши, ул. Камая, 23Б)",Курганская область,auction/8786-anonsirovanie-prodazhi-zemelnogo-uchastkarespublika-tatarstan-g-tetjushi-ul-kamaja-23b/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 167 276 руб. 65 коп.				
				
		
	</dd></dl>"
"Анонсирование переуступки права долгосрочной аренды земельного участка, расположенного по адресу: Московская область, Ленинский городской округ, вблизи д. Мамоново, кадастровый номер 50:21:0050404:614",Московская область,auction/8766-anonsirovanie-pereustupki-prava-dolgosrochnoi-arendy-zemelnogo-uchastka-raspolozhennogo-po-adres/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>19 551 900 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества, расположенного по адресу: Ульяновская область, Сурский район, р.п. Сурское, ул. Ленина, д. 64",Ульяновская область,auction/8764-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-uljanovskaja-oblast-sur/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 078 000 руб. 00 коп.				
				
		
	</dd></dl>"
Анонсирование продажи оборудования расположенного в г. Тюмень,Российская Федерация,auction/8629-anonsirovanie-prodazhi-oborudovanija-raspolozhennogo-v-g-tjumen/,"<dl><dt>Минимальная цена лота</dt><dd>2 880 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 4)</dd></dl>"
"Анонсирование продажи квартиры, расположенной на 1 этаже 3-этажного дома, по адресу: Владимирская область, г. Собинка, ул. Ленина, д.18/1, кв.2",Владимирская область,auction/8419-anonsirovanie-prodazhi-kvartiry-raspolozhennoi-na-1-ehtazhe-3-ehtazhnogo-doma-po-adresu-vladimirsk/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 810 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи трехкомнатной квартиры, расположенной по адресу: г. Ульяновск, ул. Отрадная, д. №3, кв. №80.",Ульяновская область,auction/8384-anonsirovanie-prodazhi-trekhkomnatnoi-kvartiry-raspolozhennoi-po-adresu-g-uljanovsk-ul-otradn/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 605 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи объектов недвижимого имущества (жилого фонда), расположенных на территории Саратовской области",Саратовская область,auction/8318-anonsirovanie-prodazhi-obektov-nedvizhimogo-imushchestva-zhilogo-fonda-raspolozhennykh-na-territori/,"<dl><dt>Минимальная цена лота</dt><dd>2 052 000 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 2)</dd></dl>"
"Анонсирование продажи квартиры, расположенной по адресу: Новгородская область, Маловишерский район, Маловишерское городское поселение, г. Малая Вишера, ул. Новгородская, д. 112, кв.1",Новгородская область,auction/8315-anonsirovanie-prodazhi-kvartiry-raspolozhennoi-po-adresu-novgorodskaja-oblast-malovisherskii-ra/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>124 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи речного судна ЗСКР-1,
находящегося по адресу: Тюменская обл., Ханты-Мансийский автономный округ – Югра, Сургутский район",Ханты-Мансийский автономный округ – Югра,auction/8279-anonsirovanie-prodazhi-rechnogo-sudna-zskr-1nakhodjashchegosja-po-adresu-tjumenskaja-obl-khanty-mans/,
Анонсирование продажи 7 автозаправочных станций,Астраханская область,auction/8266-anonsirovanie-prodazhi-7-avtozapravochnykh-stancii/,"<dl><dt>Минимальная цена лота</dt><dd>5 984 452 руб. 26 коп.</dd><dd class=""more"">(всего лотов — 7)</dd></dl>"
"Анонсирование продажи недвижимого имущества (4-этажное производственное здание - производственно-бытовой корпус и земельный участок), расположенного в Республике Коми, г. Усинск, ул. Северная, д. 22.",Республика Коми,auction/8225-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-4-ehtazhnoe-proizvodstvennoe-zdanie-proizvodstvenn/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>12 508 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества в кол-ве 20 шт.,  находящегося по адресу: Волгоградская область, г. Волгоград, ул. Новодвинская, 16  и Волгоградская область, г. Волгоград, ул. Новодвинская, 16а   (совместные торги)",Волгоградская область,auction/8145-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-v-kol-ve-20-sht-nakhodjashchegosja-po-adresu-volgograd/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>146 315 339 руб. 94 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества, расположенного по адресу: Омская область, Оконешниковский район, р.п. Оконешниково, ул. Гагарина, 2",Омская область,auction/8062-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-omskaja-oblast-okoneshni/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>288 250 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи квартиры по адресу: Пермский край, г.Губаха, пр.Октябрьский, дом 10 кв. 37 - 1-комнатная квартира",Пермский край,auction/8058-anonsirovanie-prodazhi-kvartiry-po-adresu-permskii-krai-ggubakha-proktjabrskii-dom-10-kv-3/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>542 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи квартиры по адресу: Пермский край, г. Березники ул. 35 лет Победы, дом № 8, квартира № 103",Пермский край,auction/8055-anonsirovanie-prodazhi-kvartiry-po-adresu-permskii-krai-g-berezniki-ul-35-let-pobedy-dom-no/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>912 500 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества и земельного участка (Томская область, Тегульдетский район, с. Тегульдет, ул. Парковая, д. 46, строен. 1)",Томская область,auction/8017-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-i-zemelnogo-uchastka-tomskaja-oblast-teguldetski/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>61 270 руб. 27 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи Нефтебазы кирпичной, расположенной по адресу: Астраханская область, р-н Красноярский, в 50 м по направлению на северо-восток от с.Черемуха и 3500м по направлению на юго-восток от с.Красный Яр",Астраханская область,auction/8008-anonsirovanie-prodazhi-neftebazy-kirpichnoi-raspolozhennoi-po-adresu-astrakhanskaja-oblast-r-n-k/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>16 200 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи квартиры, общей площадью 129,7 кв.м, расположенной по адресу: Челябинская область, г. Троицк,  ул. 10 Квартал, д. 40, кв. 42",Челябинская область,auction/7770-anonsirovanie-prodazhi-kvartiry-obshchei-ploshchadju-1297-kvm-raspolozhennoi-po-adresu-cheljabinskaja/,
"Анонсирование продажи земельного участка, площадью 267 814,00 кв.м по адресу: Белгородская область, р-н Белгородский, с. Шагаровка, ЗАО «Агрофирма-Дубовое»",Белгородская область,auction/7748-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchadju-267-81400-kvm-po-adresu-belgorodskaja-obla/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>39 438 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Продажа земельного участка, площадью 559 633,00 кв.м по адресу: Белгородская область, р-н Белгородский, с. Шагаровка, ЗАО «Агрофирма-Дубовое»",Белгородская область,auction/7747-prodazha-zemelnogo-uchastka-ploshchadju-559-63300-kvm-po-adresu-belgorodskaja-oblast-r-n-belgo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>289 738 793 руб. 09 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, площадью 559 633,00 кв.м по адресу: Белгородская область, р-н Белгородский, с. Шагаровка, ЗАО «Агрофирма-Дубовое»",Белгородская область,auction/7746-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchadju-559-63300-kvm-po-adresu-belgorodskaja-obla/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>76 149 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, площадью 548 273,00 кв.м по адресу: Белгородская область, р-н Белгородский, с. Шагаровка, ЗАО «Агрофирма-Дубовое»",Белгородская область,auction/7744-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchadju-548-27300-kvm-po-adresu-belgorodskaja-obla/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>74 604 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, площадью 100 011,00 кв.м по адресу: Белгородская область, р-н Белгородский, с. Шагаровка, ЗАО «Агрофирма-Дубовое»",Белгородская область,auction/7742-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchadju-100-01100-kvm-po-adresu-belgorodskaja-obla/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>15 962 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка, площадью 145 400 кв.м по адресу: Белгородская область, р-н Белгородский, с. Репное, ЗАО «Агрофирма-Дубовое», участок № 47",Белгородская область,auction/7740-anonsirovanie-prodazhi-zemelnogo-uchastka-ploshchadju-145-400-kvm-po-adresu-belgorodskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>22 589 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания, площадью 66 кв.м., по адресу: Воронежская область, Семилукский район, г. Семилуки,  ул. Курская 105а",Воронежская область,auction/7738-anonsirovanie-prodazhi-nezhilogo-zdanija-ploshchadju-66-kvm-po-adresu-voronezhskaja-oblast-semil/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 610 600 руб. 00 коп.				
				
		
	</dd></dl>"
Анонсирование имущественного комплекса СУГ,Курганская область,auction/7736-anonsirovanie-imushchestvennogo-kompleksa-sug/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>10 298 461 руб. 16 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи гаражно-складского комплекса объектов недвижимого имущества (НИИГРП), расположенного по адресу: Рязанская область, Пронский район, г. Новомичуринск, пром.зона",Рязанская область,auction/7729-anonsirovanie-prodazhi-garazhno-skladskogo-kompleksa-obektov-nedvizhimogo-imushchestva-niigrp-ras/,
Анонсирование продажи квартиры,Курская область,auction/7650-anonsirovanie-prodazhi-kvartiry/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 600 000 руб. 00 коп.				
				
		
	</dd></dl>"
Анонсирование имущественного комплекса СУГ,Курганская область,auction/7648-anonsirovanie-imushchestvennogo-kompleksa-sug/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>169 852 235 руб. 67 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого помещения, расположенного по адресу: Москва, ул. Большая Переяславская, д. 12",Москва,auction/7516-anonsirovanie-prodazhi-nezhilogo-pomeshchenija-raspolozhennogo-po-adresu-moskva-ul-bolshaja-perejasl/,
"Анонсирование продажи склада газовых баллонов(Томская область, Кожевниковский район, с. Кожевниково)",Томская область,auction/7356-anonsirovanie-prodazhi-sklada-gazovykh-ballonovtomskaja-oblast-kozhevnikovskii-raion-s-kozhevni/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>140 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи магазина, расположенного по адресу: Чувашская Республика, г. Козловка, ул. Лобачевского, д. 3",Чувашская Республика,auction/7354-anonsirovanie-prodazhi-magazina-raspolozhennogo-po-adresu-chuvashskaja-respublika-g-kozlovka-ul/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>670 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование  продажи недвижимого имущества, расположенного по адресу: Липецкая область, Измалковский муниципальный район, сельское поселение Чернавский сельсовет, с. Чернава, ул. Первомайская, д. 231, помещ. 1",Липецкая область,auction/7314-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-raspolozhennogo-po-adresu-lipeckaja-oblast-izmal/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>144 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания «Дом газовой службы», площадью 67,2 кв.м, расположенного по адресу: Волгоградская область, Урюпинский  район, п. Учхоз",Волгоградская область,auction/7310-anonsirovanie-prodazhi-nezhilogo-zdanija-dom-gazovoi-sluzhby-ploshchadju-672-kvm-raspolozhennogo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>232 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества (бывшая Рассказовская трикотажная фабрика), расположенного по адресу: Тамбовская обл., г. Рассказово, ул. Некрасова, д. 1",Тамбовская область,auction/7307-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-byvshaja-rasskazovskaja-trikotazhnaja-fabrika-raspolo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>25 743 800 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества в кол-ве 8 шт.,  находящегося по адресу: 400075, Волгоградская область, г. Волгоград, ш. Авиаторов, 78.",Волгоградская область,auction/7304-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-v-kol-ve-8-sht-nakhodjashchegosja-po-adresu-400075-vo/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>24 895 763 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи производственной базы, расположенной по адресу: Оренбургская обл., г. Оренбург, ул. Донгузская, 32",Оренбургская область,auction/7197-anonsirovanie-prodazhi-proizvodstvennoi-bazy-raspolozhennoi-po-adresu-orenburgskaja-obl-g-ore/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>70 984 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи комплекса недвижимого имущества: жилого дома и земельного участка, расположенных по адресу: Саратовская область, Балашовский район, п. Конный, ул. Карла Маркса, д. 37",Саратовская область,auction/7166-anonsirovanie-prodazhi-kompleksa-nedvizhimogo-imushchestva-zhilogo-doma-i-zemelnogo-uchastka-raspol/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>338 301 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого здания, расположенного по адресу: Омская область, г. Калачинск, ул. Орловская, д. 33",Омская область,auction/7101-anonsirovanie-prodazhi-nezhilogo-zdanija-raspolozhennogo-po-adresu-omskaja-oblast-g-kalachinsk/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>1 500 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи базы отдыха ""Волга"" и двух земельных участков по адресу: Тверская область, Конаковский район, г. Конаково, район д. Карачарово",Тверская область,auction/7098-anonsirovanie-prodazhi-bazy-otdykha-volga-i-dvukh-zemelnykh-uchastkov-po-adresu-tverskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>52 684 080 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи недвижимого имущества по адресу: Кировская область, г. Вятские Поляны, ул. Ленина, д. 114а",Кировская область,auction/7070-anonsirovanie-prodazhi-nedvizhimogo-imushchestva-po-adresu-kirovskaja-oblast-g-vjatskie-poljany-ul/,
"Анонсирование продажи нежилого здания и земельного участка, расположенных по адресу: 
Белгородская область, пос. Ровеньки, ул. Привольная, 1",Белгородская область,auction/7055-anonsirovanie-prodazhi-nezhilogo-zdanija-i-zemelnogo-uchastka-raspolozhennykh-po-adresu-belgorod/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>610 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи земельного участка с распложенной на нем двухэтажной пристройкой к административному зданию, расположенного по адресу: Калужская область, 
г. Калуга, ул. Московская, д. 62",Калужская область,auction/7053-anonsirovanie-prodazhi-zemelnogo-uchastka-s-rasplozhennoi-na-nem-dvukhehtazhnoi-pristroikoi-k-admini/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>11 380 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи комплекса производственных объектов (УТ-3), расположенного по адресу: Свердловская область, г. Серов, ул. Автодорожная, д. 35 А",Свердловская область,auction/7051-anonsirovanie-prodazhi-kompleksa-proizvodstvennykh-obektov-ut-3-raspolozhennogo-po-adresu-sve/,
"Анонсирование продажи объектов  движимого и недвижимого имущества автоцентра в количестве 46 единиц, расположенного по адресу: Пензенская область, Пензенский район,п.Мичуринский, ул. 40 лет Октября, 24",Пензенская область,auction/6780-anonsirovanie-prodazhi-obektov-dvizhimogo-i-nedvizhimogo-imushchestva-avtocentra-v-kolichestve-46-ed/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>85 859 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи 
объектов жилого фонда два жилых дома по адресу: Саратовская область, Саратовский район, р.п. Красный Октябрь, Парковый проезд, д. № 1, Парковый проезд, д. № 2, двухкомнатная квартира по адресу: г. Саратов, ул. Саловская, д. 10, кв. 39.",Саратовская область,auction/6578-anonsirovanie-prodazhi-obektov-zhilogo-fonda-dva-zhilykh-doma-po-adresu-saratovskaja-oblast-sa/,"<dl><dt>Минимальная цена лота</dt><dd>3 080 000 руб. 00 коп.</dd><dd class=""more"">(всего лотов — 3)</dd></dl>"
"Анонсирование продажи имущества по адресу: Карачаево-Черкесская Республика, установлено относительно ориентира восточная часть а. Новая Джегута, расположенного в границах участка, адрес ориентира: Карачаево-Черкесская Республика, район
Усть-Джегутинский",Карачаево-Черкесская Республика,auction/6510-anonsirovanie-prodazhi-imushchestva-po-adresu-karachaevo-cherkesskaja-respublika-ustanovleno-otnosit/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>861 918 руб. 00 коп.				
				
		
	</dd></dl>"
Анонсирование продажи административного здания и земельного участка,Республика Адыгея,auction/6508-anonsirovanie-prodazhi-administrativnogo-zdanija-i-zemelnogo-uchastka/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>5 490 000 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи гаража (гаражного бокса), общей площадью 102,4 кв.м, расположенного по адресу: РФ, Ставропольский край, Изобильненский городской округ, поселок Солнечнодольск, ул. Молодежная, строение 10В",Ставропольский край,auction/6475-anonsirovanie-prodazhi-garazha-garazhnogo-boksa-obshchei-ploshchadju-1024-kvm-raspolozhennogo-po-ad/,
"Анонсирование продажи гаража (гаражного бокса), общей площадью 57,6 кв.м, расположенного по адресу: РФ, Ставропольский край, Изобильненский городской округ, поселок Солнечнодольск, ул. Молодежная, строение 10Б",Ставропольский край,auction/6394-anonsirovanie-prodazhi-garazha-garazhnogo-boksa-obshchei-ploshchadju-576-kvm-raspolozhennogo-po-adr/,
"Анонсирование продажи земельного участка общей площадью 2 545 кв. м с кадастровым номером: 39:13:050011:108, расположенного по адресу: Калининградская обл., Черняховский р-н, п. Пеньки, ул. Ленина, 1а",Калининградская область,auction/6328-anonsirovanie-prodazhi-zemelnogo-uchastka-obshchei-ploshchadju-2-545-kv-m-s-kadastrovym-nomerom-391/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>197 200 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи объекта незавершенного строительства и земельного участка(Томская область, Кожевниковский район, с. Киреевск, ул. Береговая, д. 12)",Томская область,auction/6266-anonsirovanie-prodazhi-obekta-nezavershennogo-stroitelstva-i-zemelnogo-uchastkatomskaja-oblast/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>2 722 356 руб. 10 коп.				
				
		
	</dd></dl>"
"Анонсирование торгов по продаже: 
Сетей электроснабжения 2-х кв. ж/д, внутриплощадочных сетей электроснабжения, внеплощадочных сетей электроснабжения и трансформаторной подстанции, 
расположенных в р-не Халтурино г. Волхов.",Ленинградская область,auction/6227-anonsirovanie-torgov-po-prodazhe-setei-ehlektrosnabzhenija-2-kh-kv-zhd-vnutriploshchadochnykh-setei/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>284 520 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого помещения, площадью 1 347,6 кв.м (г. Вятские Поляны, ул. Гагарина, д. 1а)",Кировская область,auction/6200-anonsirovanie-prodazhi-nezhilogo-pomeshchenija-ploshchadju-1-3476-kvm-g-vjatskie-poljany-ul-gagarin/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>10 649 166 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи нежилого помещения площадью 3 781,9 кв.м (г. Вятские Поляны, ул. Гагарина, д. 1а)",Кировская область,auction/6198-anonsirovanie-prodazhi-nezhilogo-pomeshchenija-ploshchadju-3-7819-kvm-g-vjatskie-poljany-ul-gagarina/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>30 305 833 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонс по продаже теплой стоянки (Тюменская область, с. Бердюжье, ул. Промышленная, 2)",Тюменская область,auction/6151-anons-po-prodazhe-teploi-stojanki-tjumenskaja-oblast-s-berdjuzhe-ul-promyshlennaja-2/,
"Анонс по продаже здания и земельного участка (Тюменская область, с. Абатское, ул. Северный проезд,3)",Тюменская область,auction/6150-anons-po-prodazhe-zdanija-i-zemelnogo-uchastka-tjumenskaja-oblast-s-abatskoe-ul-severnyi-proe/,
"Анонсирование продажи дома оператора ГРС ""Карабудахкент"" расположенного в Республике Дагестан, Карабудахкентский район",Республика Дагестан,auction/6146-anonsirovanie-prodazhi-doma-operatora-grs-karabudakhkent-raspolozhennogo-v-respublike-dagestan/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>12 029 360 руб. 00 коп.				
				
		
	</dd></dl>"
"Анонсирование продажи склада материальных ценностей, расположенного по адресу: Астраханская область, р-н Икрянинский, с. Озерное, ул. Бэра, д. 44",Астраханская область,auction/6056-anonsirovanie-prodazhi-sklada-materialnykh-cennostei-raspolozhennogo-po-adresu-astrakhanskaja-obl/,"<dl><!-- single lot --><dt>Цена конкурентной процедуры продажи</dt><dd>22 200 руб. 00 коп.				
				
		
	</dd></dl>"
